2020年12月8日,比亚迪股份有限公司(以下简称“本公司”)收到中国证券监督管理委员会(以下简称“中国证监会”)出具的《中国证监会行政许可申请受理单》(受理序号:203280)。中国证监会对本公司提交的关于本公司新增发行境外上市外资股(H股)并...	比亚迪股份有限公司investRecordData_logoWord	比亚迪	比亚迪股份有限公司(以下简称本公司) 收到中国证券监督管理委员
格隆汇 7 月 17日丨保变电气(600550.SH)公布，公司于近日收到河北省保定市中级人民法院(“保定中院”)《民事裁定书》((2020)冀06破1-2号)，涉及公司参股公司保定天威英利新能源有限公司(“天威英利”)被裁定实质合并重整。	保定天威英利新能源有限公司logoWord	天威英利	天威英利新能源有限公司(天威英利) 被裁定实质合并重整。
经过充分讨论,以3票同意、0票反对、0票弃权选举蔡伟斌先生为公司第九届监事会监事长。 三、备查文件 第九届监事会第十二次会议决议等。 特此公告。 康佳集团股份有限公司 监 事 会 二〇二一年三月十五日 证券代码:000016、200016 ...	康佳集团股份有限公司directorsData_title	监事	监事长。, 三, 备查文件, 第九届监事会第十二次会议决议等。, 特此公
你公司第五届董事会第三次会议审议通过了你公司为全资子公司南京奥特佳新能源科技有限公司申请银行综合授信额度及银行贷款提供8亿元担保额度的议案。本公司及本公司的一致行动人提名的你公司董事均投票赞成。为进一步强化公司治理,完善对你公...	南京奥特佳新能源科技有限公司holdsData_logoWord	奥特佳	奥特佳新能源科技有限公司申请银行综合授信额度及银行贷款提供8亿元
张勇爱士惟新能源技术(江苏)有限公司总裁 陈国光华为技术有限公司智能光伏事业部总裁 杨立友晋能清洁能源科技股份公司总经理 12:00 - 13:30 自助午餐 主持嘉宾:吕芳 中科院电工所高级工程师,中国绿色供应链联盟光伏专委会秘书长,2020第五...	爱士惟新能源技术(江苏)有限公司legalPerson	张勇	张勇爱士惟新能源技术(江苏) 有限公司总裁, 陈国光华为技术有限公司
2021年4月26日,东风汽车集团发布消息:受中组部委托,东风公司董事长、党委书记竺延风同志宣布了中组部关于干部任职的决定:黄伟任东风汽车集团有限公司董事、党委副书记。 黄伟同志简历 打开腾讯新闻,查看更多图片 > 黄伟,男,1965年7月出生...	东风汽车集团有限公司directorsData_title	董事	董事长, 党委书记😎
甲方:中国广核集团有限公司 乙方:中国广核电力股份有限公司 (二)服务范围 中广核下属金融服务提供方向本集团提供金融服务,主要包括但不限于吸收存款、发放贷款、委托贷款、综合常年财务顾问服务、专项财务顾问服务、结算服务、保险服务、融资租...	中国广核集团有限公司investRecordData_logoWord	广核电力	中广核下属金融服务提供方向本集团提供金融服务, 主要包括但不限于吸
挖贝网讯 7月7日消息,司青岛科创蓝新能源股份有限公司青岛科创蓝新能源股份有限公司(证券简称:科创蓝 证券代码:835968)今天正式在新三板公开发行股票241.67万股(其中有限售条件93.33万股,无限售条件148.33万股),募集资金7250万元。股...	青岛科创蓝新能源股份有限公司logoWord	科创蓝	科创蓝新能源股份有限公司青岛科创蓝新能源股份有限公司(证券简称:
10月29日，上海电力（600021.SH）公告称，拟投资1.58亿元获得上海舜华新能源系统有限公司（下称上海舜华）27.8%的股权。同时，关联公司国家电投集团综合智慧能源科技有限公司也将投资0.34亿元，获得上海舜华另外6%的股权。上海电力的...	上海舜华新能源系统有限公司shareholdersData_logoWord	国家电投	投资1.58亿元获得上海舜华新能源系统有限公司（下称上海舜华）27.
【沧能股份拟出资1800万元设参股公司】沧能股份(871867)10月12日公告,公司拟与国网河北省电力有限公司、沧州临港兴化售电有限公司共同出资设立参股公司沧州源兴配售电有限责任公司,注册地为河北省沧州临港经济技术开发区,注册资本为2亿元,...	国网河北省电力有限公司logoWord	国网河	国网河北省电力有限公司, 沧州临港兴化售电有限公司共同出资设立参股
3月30日，国网上海市电力公司科技部主任华斌、科技部副主任黄兴德、电科院副院长朱征一行到上海电力大学进行科技调研。上海电力大学副校长符杨出席会议。科研处、电气工程学院、计算机科学与技术学院、电子与信息工程学院、自动化工程学院...	国网上海市电力公司holdsData_logoWord	国网上海	国网上海市电力公司科技部主任华斌, 科技部副主任黄兴德, 电科院副院
光合联萌 指 光漾联萌互联网金融信息服务(上海)有限公司,系公司全资公司 公司章程 指 东方日升新能源股份有限公司章程 2016 年度定增事项 指 2016 年度非公开发行股票事项 股权激励计划 指 东方日升首期限制性股票激励计划 ...	东方日升新能源股份有限公司holdsData_entName	光漾联萌互联网金融信息服务(上海)有限公司	东方日升新能源股份有限公司章程, 2016, 年度定增事项, 指, 2016, 年度非
同正公司)与家天下资产 管理有限公司(以下简称家天下公司),刘悉承签订了《关于重庆万里新能源股份有限公司之股份转让...√适用□不适用 本公司将重庆万里华丰电池销售有限责任公司和北京华宇易丰科技发展有限公司 2 家子公司纳入本期合 ...	重庆万里新能源股份有限公司investRecordData_logoWord	万里华丰	万里华丰电池销售有限责任公司和北京华宇易丰科技发展有限公司, 2,
[车友头条-车友号-东风] 4月29日,东风汽车有限公司宣布公司管理层人事调整,以进一步强化东风有限领导团队,推进东风有限事业计划的实施。 日产汽车公司特殊项目企业副总裁山口武(Takeshi Yamaguchi)先生将担任东风汽车有限公司副总裁、东风日产...	东风汽车有限公司shareholdersData_logoWord	汽车	汽车有限公司副总裁, 东风日产. . . 😎
4月2日,爱士惟首次公开亮相第十四届中国(济南)国际太阳能利用暨多能互补应用展览会,爱士惟新能源技术(江苏)有限公司(以下简称爱士惟)产品技术中心总监吴生闻首次面向媒体为爱士惟六年标准质保做了详细的解读。	爱士惟新能源技术(江苏)有限公司logoWord	爱士惟	爱士惟新能源技术(江苏) 有限公司(以下简称爱士惟) 产品技术中心总
深交所公布关于对东旭蓝天新能源股份有限公司及相关当事人给予通报批评处分的决定:对东旭蓝天给予通报批评的处分;对东旭蓝天时任董事长、总经理兼董事会秘书侯继伟,时任董事兼财务总监夏志勇,时任董事李明,董事李泉年、王甫民、黄志良、...	东旭蓝天新能源股份有限公司directorsData_name	黄志良	李泉年, 王甫民, 黄志良, . . . 😎
近日,公司副总经理张利一行赴青岛科创蓝新能源股份有限公司进行洽谈交流。青岛科创蓝新能源股份有限公司董事长迟芳等人出席了会谈。 会谈中,双方就组建魏县清洁能源供热项目SPV公司进行了协商,决定分别成立协调小组,制定联系机制,明确责任分工和...	青岛科创蓝新能源股份有限公司shareholdersData_name	迟芳	迟芳等人出席了会谈。, 会谈中, 双方就组建魏县清洁能源供热项目spv
潍柴动力股份有限公司创建于2002年,总部位于山东潍坊,是中国第一家在香港联交所主版上市的内燃机企业,也是中国最大的汽车零部件企业集团。潍柴动力(潍坊)集约配送有限公司成立于2005年10月,目前担负潍柴集团的主要采购物流、生产物流和销售...	潍柴动力股份有限公司logoWord	潍柴动力	潍柴动力股份有限公司创建于2002年, 总部位于山东潍坊, 是中国第一家在
3、江苏鹏腾建筑有限公司 4、江苏大隆鑫建设集团有限公司 5、浙江佳源物业服务集团有限公司泰兴分公司 6、江苏新能源物业服务有限公司泰兴分公司 7、泰兴百俊房地产开发有限公司 8、江苏新能源置业集团有限公司泰兴分公司 ...	江苏新能源置业集团有限公司holdsData_logoWord	能源物业	能源置业集团有限公司泰兴分公司, . . .
来源：新浪财经 新浪财经讯 7月5日消息，卓越新能公告称，龙岩卓越新能源股份有限公司及下属子公司厦门卓越生物质能源有限公司、福建致尚生物质材料发展有限公司、龙岩卓越生物基材料有限公司自2020年2月29日至2020年7月5日，已累计获得...	龙岩卓越新能源股份有限公司holdsData_entName	厦门卓越生物质能源有限公司	厦门卓越生物质能源有限公司, 福建致尚生物质材料发展有限公司, 龙岩
据知情人士，获腾讯投资的移动互联网医疗健康服务平台微医将于下周与机构投资者进行非交易路演，并寻求最快于季内上市，花旗及招银为联席保荐人。中国长江三峡集团有限公司旗下中国三峡新能源(集团)股份有限公司(以下简称“三峡新能源”)...	中国三峡新能源(集团)股份有限公司shareholdersData_logoWord	长江三峡	中国长江三峡集团有限公司旗下中国三峡新能源(集团) 股份有限公司(
山西省国新能源股份有限公司关于募集资金向全资子公司山西天然气有限公司进行增资并完成工商变更登记的公告,天然气有限公司,山西省国新能源股份有限公司,山西,天然气	山西省国新能源股份有限公司logoWord	国新能源	天然气有限公司, 山西省国新能源股份有限公司, 山西, 天然气
交易内容:公司部分董事和高级管理人员拟持有保定天威英利新能源有限公司(以下简称”天威英利”)的外方股东英利绿色能源控股有限公司(以下简称”开曼公司”)的部分股权,从而间接持有天威英利的股权。	保定天威英利新能源有限公司investRecordData_logoWord	天威英利	天威英利新能源有限公司(以下简称天威英利) 的外方股东英利绿色
东风汽车集团有限公司总经理李绍烛:助推武汉汽车产业转型升级	东风汽车集团有限公司investRecordData_logoWord	汽车	汽车集团有限公司总经理李绍烛: 助推武汉汽车产业转型升级😎
云南电网有限责任公司临沧供电局电网规划与建设部五级职员，原云县供电局党委书记、局长苏荣涉嫌严重违纪违法，经临沧市监委指定沧源佤族自治县监委管辖，目前正接受监察调查。【来源：临沧市纪委】声明：转载此文是出于传递更多信息之目的。若...	云南电网有限责任公司holdsData_logoWord	供电	供电局电网规划与建设部五级职员, 原云县供电局党委书记, 局长😎😎
目前,省引导基金支持的青海华控基金、青海国科创投基金已对青海诺蓝杞生物科技开发有限公司投入1500万元、海北同圣旅游公司投入2000万元,青海绿草地新能源科技有限公司等2家企业通过专利质押获得2550万元贷款;青海省国有科技资产经营管理有限...	青海绿草地新能源科技有限公司logoWord	绿草地	绿草地新能源科技有限公司等2家企业通过专利质押获得2550万元贷款;
表面处理(安平)科技有限公司 融资额度6.3亿元提供担保的公告 一、担保情况概述 根据经营需要,东旭蓝天新能源股份有限公司(以下简称“公司”)全资子公司东旭新能源投资有限公司(以下简称“东旭新能源投资”)持股85%的子公司华融金属表面处理...	东旭蓝天新能源股份有限公司holdsData_logoWord	旭新能源	东旭蓝天新能源股份有限公司(以下简称公司) 全资子公司东旭新能
若后续出现上述风险,胡震先生将采取包括但不限于补充质押、提前还款等措施应对上述风险。上述股份质押事项若出现其他重大变动情况,公司将按照相关规定及时披露。 特此公告。 江苏振江新能源装备股份有限公司董事会...	江苏振江新能源装备股份有限公司investRecordData_logoWord	振江新能	振江新能源装备股份有限公司董事会. . .
江西展宇新能源股份有限公司总裁陈良道、展宇光伏科技(中国)有限公司总经理宋钰、江西展宇新能源股份有限公司总裁助理兼营销中心总监陈平、江西展宇新能源股份有限公司财务总监周小辉、展宇光伏江西事业部总经理涂宏弢、开发经理周彬,与上海上...	江西展宇新能源股份有限公司directorsData_name	宋钰	宋钰, 江西展宇新能源股份有限公司总裁助理兼营销中心总监陈平, 江西
2020年11月3日,中检集团副总裁、中国质量认证中心主任陆梅赴珠海格力电器股份有限公司(以下简称“格力电器”)拜访调研,并与格力电器董事长董明珠女士及相关部门进行了座谈。 会上,陆梅介绍了中检集团的组织架构、业务领域以及国资委对集团的...	珠海格力电器股份有限公司directorsData_name	董明珠	董明珠女士及相关部门进行了座谈。, 会上, 陆梅介绍了中检集团的组织
2021年1月26日,潍柴动力发布公告称,收到山东重工集团有限公司转来的山东省人民政府国有资产监督管理委员会向其出具的 《山东省国资委关于潍柴动力股份有限公司非公开发行A股股票的批复》(鲁国资收益字[2021]3 号),山东省国资委同意潍柴...	潍柴动力股份有限公司shareholdersData_logoWord	国有资产	潍柴动力股份有限公司非公开发行a股股票的批复》(鲁国资收益字[2021
6.5.6 其他综合收益细目  单位:千元  6.6 报告期接待调研、沟通、采访等活动情况表  §7 财务报告  7.1 审计意见  7.2 财务报表  7.2.1 资产负债表  编制单位:比亚迪股份有限公司 2011年06月30日 单位:千元 文档...	比亚迪股份有限公司holdsData_logoWord	比亚迪	比亚迪股份有限公司, 2011年06月30日, 单位: 千元, 文档. . . 😎
原标题:20延长01 : 陕西延长石油(集团)有限责任公司公司债券2020年跟踪评级报告经营带来一定不利影响。2. 公司 债务负担较重,短期债务占比上升。 2019 年,公 司有息债务规模继续增长,若将可 续期债券计入公司债务,公司债务负担较重且...	陕西延长石油(集团)有限责任公司investRecordData_logoWord	石油	石油(集团) 有限责任公司公司债券2020年跟踪评级报告经营带来一定不利
每经编辑:胡玲 据启信宝数据显示,7月17日,中兴通讯股份有限公司发生工商变更,Yuming Bao(鲍毓明)退出公司董事,新增董事为庄坚胜。 工商信息显示,中兴通讯股份有限公司成立于1997年11月	中兴通讯股份有限公司directorsData_title	董事	董事为庄坚胜。, 工商信息显示, 中兴通讯股份有限公司成立于1997年11月
【亿邦动力讯】1月20日消息,有媒体公开报道称,银隆新能源股份有限公司于近日发生人事变动,包括格力电器董事长董明珠在内的6位董事退出,此外,还有监事、监事会主席等退出。对此,银隆新能源相关负责人表示,再三确认,公司董事没有发生任何...	银隆新能源股份有限公司directorsData_title	董事	董事长董明珠在内的6位董事退出, 此外, 还有监事, 监事会主席等退出
英利能源(中国)有限公司、保定天威英利新能源有限公司、蠡县英利新能源有限公司、衡水英利新能源有限公司、天津英利新能源有限公司、海南英利新能源有限公司等六家公司进行实质合并重整,并指定英利能源(中国)有限公司管理人担任实质合并重整管理...	海南英利新能源有限公司holdsData_logoWord	英利能源	英利能源(中国) 有限公司管理人担任实质合并重整管理. . . 😎😎
中电科电子装备集团有限公司(简称“电科装备”)入选“2021全球光伏企业20强(综合类) ”、“2021中国光伏企业20强(综合类)”,旗下湖南红太阳新能源科技有限公司入选“2021中国光伏组件企业20强”。 电科装备总经理助理、湖南红太阳光电科...	湖南红太阳新能源科技有限公司directorsData_title	总经理	总经理助理, 湖南红太阳光电科. . . 😎
针对第一书记的提问,8月15日,山东省太阳能行业协会秘书长彭飞、山东力诺瑞特新能源有限公司科技管理中心总监马保林做客《“‘好品山东’扶贫帮帮团”在行动》专栏为听众介绍农村冬季取暖项目,并会在农村清洁取暖项目上给予“第一书记”...	山东力诺瑞特新能源有限公司holdsData_logoWord	力诺瑞特	力诺瑞特新能源有限公司科技管理中心总监马保林做客《好品山东
8月17日,荣盛盟固利新能源科技有限公司举行300Wh/kg级电动飞机动力电池应用发布会。该款电池可使飞机续航里程达到150分钟。 荣盛盟固利董事长冯全玉表示,从2015年开始,荣盛盟固利陆续开发出了一系列新产品,搭载盟固利电池的RX1E型电动...	荣盛盟固利新能源科技有限公司directorsData_title	董事长	董事长冯全玉表示, 从2015年开始, 荣盛盟固利陆续开发出了一系列新产品
关于监事辞职的公告 郑州宇通客车股份有限公司(以下简称“公司”)监事会于2021年3月17日收到监事张国徽先生的辞职报告书,张国徽先生因工作调整原因申请辞去公司监事职务,辞职报告书自送达监事会之日起…	郑州宇通客车股份有限公司directorsData_title	监事	监事会之日起😎
今日,记者于深圳证券交易所获悉,潍柴动力股份有限公司(潍柴动力.000338.sz)发布2018年度A股分红派息实施公告,潍柴动力向全体股东每10股派发现金2.80元(含税),不实施公积金转增股本。 鲁网7月24日讯(记者 庞洪波)今日,记者于深圳证券交易...	潍柴动力股份有限公司investRecordData_logoWord	潍柴动力	潍柴动力. 000338. sz) 发布2018年度a股分红派息实施公告, 潍柴动力
近日,中国行业报协会组织10多位中央媒体社长、总编辑组成“美丽工厂”媒体采访团,走进珠海格力电器股份有限公司和珠海银隆新能源有限公司,并与格力电器董事长兼总裁董明珠座谈,银隆新能源总裁孙国华陪同参观。参加座谈会的嘉宾一致认为,当前,...	珠海格力电器股份有限公司directorsData_title	董事长	董事长兼总裁董明珠座谈, 银隆新能源总裁孙国华陪同参观。参加座谈会
国家电网两省公司董事长、党委书记调整，一位的前任刚调任南网党组成员、副总经理 【能源人都在看，点击右上角加'关注'】6月，据南方电网官网“公司领导”栏目更新显示，原任国网上海市电力公司董事长、党委书记钱朝阳，调任南方电网...	国网上海市电力公司directorsData_title	董事长	董事长, 党委书记调整, 一位的前任刚调任南网党组成员, 副总经理, 【
【能源人都在看，点击右上角加'关注'】5月11日，中国大唐集团新能源股份有限公司发布《董事名单与其角色和职能》公告，陈飞虎因工作调整，已辞任公司非执行董事及董事长职务。寇伟接替陈飞虎，成为大唐新能源非执行董事及董事长。陈飞虎...	中国大唐集团新能源股份有限公司directorsData_title	董事	董事长。陈飞虎. . .
.李欣道 辽宁鸿利房地产开发集团有限公司董事长  .边华才 中凯企业集团董事长  .白文华 上海世博土地控股有限公司董事长  .包广林(包广林博客,包广林新闻,包广林说吧) 江苏新能源置业集团有限公司董事长  .倪居华 华纺房地产开发公司总...	江苏新能源置业集团有限公司shareholdersData_name	包广林	倪居华, 华纺房地产开发公司总. . .
江苏振江新能源装备股份有限公司第二届监事会第四次会议决议公告	江苏振江新能源装备股份有限公司directorsData_title	监事	监事会第四次会议决议公告😎
2007年4月16日,陕西法门寺文化景区建设有限公司正式成立时,总注册资金11亿。其中,西安曲江文化产业投资(集团)有限公司出资3亿元,占股份的27.27%,资金的其余部分,在政府的协调下,由陕西延长石油(集团)有限责任公司、金堆城钼业集团有限...	陕西延长石油(集团)有限责任公司investRecordData_logoWord	文化产业	石油(集团) 有限责任公司, 金堆城钼业集团有限. . . 😎
8、山东大海新能源发展有限公司  董事长:陈文杰 成立时间:2009年10月30日 企业简介:大海新能源系山东大海集团控股子公司,经营范围为太阳能硅片的生产和销售;自营、代理货物的进出口业务,电池片、光伏组件及系统集成研发、销售等,是一家...	山东大海新能源发展有限公司shareholdersData_logoWord	大海	大海集团控股子公司, 经营范围为太阳能硅片的生产和销售; 自营, 代理
山口武将出任东风日产乘用车总经理,北京商报讯(记者 刘洋 刘晓梦)4月29日,东风汽车有限公司宣布公司管理层人事调整,以进一步强化东风有限领导团队,推进东风有限事业计划实施。其中,日产汽车公司特殊项目企业副总裁山口武将出任东风汽车有……	东风汽车有限公司investRecordData_logoWord	东风汽车	汽车有限公司宣布公司管理层人事调整, 以进一步强化东风有限领导团队
9月30日,河南科隆新能源股份有限公司(简称科隆新能源)科创板IPO获上交所受理。 据招股说明书披露,科隆新能源本次科创板IPO拟发行1.06亿股,共拟募资6.13亿元,全部用于三大项目:年产1.2万吨高性能动力电池三元前驱体建设项目、年产400...	河南科隆新能源股份有限公司shareholdersData_logoWord	科隆	科隆新能源股份有限公司(简称科隆新能源) 科创板ipo获上交所受理。,
中国节能与新能源汽车关键零部件供应商——湖南科力远新能源股份有限公司(SH.600478)表示,已收到中国证监会批复,核准公司非公开发行不超过157,232,704股新股,总金额不超过15亿元。  根据定增方案,定增资金将用于动力电池、泡沫镍项目的...	湖南科力远新能源股份有限公司logoWord	科力远	科力远新能源股份有限公司(sh. 600478) 表示, 已收到中国证监会批复
陕西延长石油(集团)有限责任公司招标中心、陕西德源招标有限责任公司〔以下简称“招标中心(公司)”〕是由陕西延长石油(集团)有限责任公司组建的一个集约、规范、专业的招标代理服务机构,主要承担延长石油集团所属各单位限额上的招标项目及重大...	陕西延长石油(集团)有限责任公司logoWord	石油	石油(集团) 有限责任公司招标中心, 陕西德源招标有限责任公司〔以下
【能源人都在看，点击右上角加'关注'】近日，包头稀土高新区管委会与国电电力内蒙古新能源开发有限公司通过快递文本的方式完成了《红泥井百万千瓦清洁能源基地项目框架协议书》的签订。双方将依托国电电力在技术、资金、人才和管理方面的优势...	国电电力内蒙古新能源开发有限公司logoWord	国电电	国电电力内蒙古新能源开发有限公司通过快递文本的方式完成了《红泥井
1、中兴通讯股份有限公司(以下简称 ”公司”或”中兴通讯”)为全资子公司中兴通讯(香港)有限公司(以下简称”中兴香港”)的银行授信额度提供担保2005年12月,公司董事会审议通过以公司出具担保函形式为公司全资子公司中兴香港300万美元银行授...	中兴通讯股份有限公司holdsData_logoWord	中兴通讯	中兴通讯(香港) 有限公司(以下简称中兴香港) 的银行授信额度提
上证报中国证券网讯(记者宋薇萍)国网上海市电力公司副总经理吴英姿3月2日在上海市政府新闻发布会上表示，国网上海市电力公司全面推动电力工程的项目建设。目前，上海电网各类基建项目已逐步有序开工，整体开工率超过了80%。“我们正积极加快...	国网上海市电力公司holdsData_logoWord	国网上海	国网上海市电力公司副总经理吴英姿3月2日在上海市政府新闻发布会上
湖南省稀土产业集团有限公司注册资本为人 民币 3 亿元,其中湖南科力远新能源股份有限公司 占股 30%,与占股 30%的湖南黄金集团有限责任公 司同为第一大股东.湖南省稀土产业集团主业范 围有:稀土资源的勘探及其矿产品,副产品的采选,...	湖南科力远新能源股份有限公司holdsData_logoWord	科力远	科力远新能源股份有限公司, 占股, 30% 😎
任杭州鼎成铝业有限公司(江苏鼎胜新能源材料股份有限公司的全资子公司)材料、成本、税务会计;2007 年 8 月至 2014 年 6 月,任杭州五星铝业有限公司(江苏鼎胜新能源材料股份有限公司的全资子公司)财务经理;2014 年 6 月至今,任公司...	江苏鼎胜新能源材料股份有限公司holdsData_logoWord	鼎成铝业	鼎成铝业有限公司(江苏鼎胜新能源材料股份有限公司的全资子公司) 材
8月20日,坚瑞沃能发公告称,为适应公司重整后的战略规划跟经营发展需要,公司拟将公司名称、证券简称及注册资本等做相应的变更:公司名称变更为保力新能源科技股份有限公司,中文名简称“保力新”,注册资本由45.00亿元变更为42.81亿元,公司...	保力新能源科技股份有限公司investRecordData_logoWord	保力新	保力新能源科技股份有限公司, 中文名简称保力新, 注册资本由45.
郑州知名高新技术企业(部分) 序号企业名称 1郑州宇通客车股份有限公司 2郑州磨料磨具磨削研究所有限公司 3郑州单点科技软件有限公司 4郑州日产汽车有限公司 5郑州机械研究所 6郑州后羿制药有限公司 ...	郑州宇通客车股份有限公司logoWord	宇通客车	宇通客车股份有限公司, 2郑州磨料磨具磨削研究所有限公司, 3郑州单
每经AI快讯，捷佳伟创（SZ 300724，最新价：129.99元）1月8日午间发布公告称，2020年12月25日，深圳市捷佳伟创新能源装备股份有限公司在巨潮资讯网披露了《关于获得政府补助的公告》，其中尚未实际收到的政府补助资金为人民币约587万元...	深圳市捷佳伟创新能源装备股份有限公司logoWord	捷佳伟创	捷佳伟创新能源装备股份有限公司在巨潮资讯网披露了《关于获得政府补
证券代码:300118证券简称:东方日升公告编号:2019-143东方日升新能源股份有限公司2019年第三季度报告披露提示性公告本公司及董事会全体成员保证信息披露的内容真实、准确、完整,没有虚假记载、误导性陈述或重大遗漏。	东方日升新能源股份有限公司directorsData_title	董事	董事会全体成员保证信息披露的内容真实, 准确, 完整, 没有虚假记载,
